,age,male,educ,hhsize,hhveh,hhinc,auto_time,auto_cost,train_time,train_cost,active_time,mode
53,23,0,5,2,2,7,7.716666666666667,5.989000000000001,44.75,2.216666666666667,28.941666666666666,0
54,23,0,5,2,2,7,7.166666666666667,5.772333333333333,50.55,2.45,31.78333333333333,0
55,23,0,5,2,2,7,23.783333333333335,16.506,79.33333333333333,3.2583333333333333,161.875,0
56,23,0,5,2,2,7,6.95,5.772333333333334,48.516666666666666,2.525,32.725,0
57,23,0,5,2,2,7,16.283333333333335,10.211666666666666,45.0,2.316666666666667,84.30833333333334,0
58,38,0,5,1,1,8,12.95,9.714666666666666,102.63333333333334,2.183333333333333,73.475,0
59,29,0,6,2,2,8,6.4,5.302333333333333,37.75,2.066666666666667,24.141666666666666,0
60,36,1,5,1,1,9,18.583333333333332,6.602,35.916666666666664,2.7333333333333334,49.84166666666667,0
61,36,1,5,1,1,9,9.583333333333334,5.817333333333334,38.88333333333333,2.216666666666667,31.4,2
62,48,0,5,1,1,8,24.1,15.207666666666666,81.78333333333333,3.2583333333333333,156.70833333333334,0
63,48,0,5,1,1,8,7.55,5.164,24.316666666666666,2.2583333333333333,27.5,0
64,48,0,5,1,1,8,10.55,6.570333333333334,25.983333333333334,2.4833333333333334,49.63333333333333,0
65,48,0,5,1,1,8,8.9,4.935666666666667,31.55,2.183333333333333,21.491666666666667,0
66,48,0,5,1,1,8,12.8,9.943666666666667,53.05,2.2916666666666665,82.05833333333334,0
67,48,0,5,1,1,8,11.25,11.205,41.35,2.4,67.16666666666667,1
68,30,1,6,1,0,9,8.933333333333334,6.572333333333333,17.4,2.4833333333333334,13.666666666666666,2
69,30,1,6,1,0,9,13.416666666666666,9.084999999999999,45.833333333333336,2.308333333333333,61.35,1
70,30,1,6,1,0,9,11.7,5.857333333333333,41.05,2.5166666666666666,39.3,2
71,30,1,6,1,0,9,17.916666666666668,7.715,33.733333333333334,2.441666666666667,57.166666666666664,0
72,30,1,6,1,0,9,4.166666666666667,6.572333333333334,13.116666666666667,2.408333333333333,8.608333333333334,2
73,30,0,6,1,1,7,5.35,6.572333333333334,14.916666666666666,2.408333333333333,9.758333333333333,2
74,30,0,6,1,1,7,8.0,4.994000000000001,29.9,2.2916666666666665,19.45,0
75,30,0,6,1,1,7,3.4833333333333334,6.572333333333334,10.566666666666666,2.408333333333333,6.916666666666666,0
76,30,0,6,1,1,7,8.416666666666666,6.550666666666666,17.6,2.558333333333333,19.75,0
